MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday
12.6,18.4,0,9,7.7,67,28,39,54,58,1001.6,1001,0
8,23.1,5.2,6.2,13,46,19,20,57,31,1012,1010.3,1
8.8,22.9,0,7.2,12.6,37,17,15,71,32,1014.9,1013.6,0
9.8,27.2,0,6.8,13.1,28,17,4,55,29,1018.2,1015.5,0
13.5,29.8,0,6.8,13.5,39,19,20,58,25,1020.2,1019.7,0
11.4,31.7,0,9.4,13,30,19,9,55,18,1021.6,1017.4,0
14.9,32.5,0,7.2,5.7,43,9,17,43,16,1011.6,1009.8,0
17.1,28.8,0,6.4,12.6,56,22,22,47,24,1007.6,1004.8,0
10.4,25,0,12,13.5,56,30,19,49,31,1014.6,1012.2,0
9.5,26.3,0,6.8,13.7,30,17,11,43,25,1017.4,1014.8,0
12.6,35.3,0,6,12.5,33,9,15,39,14,1014.8,1012.1,0
16.3,37.6,0,9.8,13.2,31,9,19,51,13,1015.6,1013.4,0
22.1,42.1,0,11,12.8,50,20,26,25,11,1011.4,1008.5,0
20.8,37.8,1.8,14.6,10,65,13,11,65,20,1010.9,1009.1,1
16.8,31.1,0,13,13.7,35,24,17,57,26,1014.2,1013,0
13.7,29.5,0,10,13.4,37,20,20,51,14,1016,1013.1,0
11.5,28.8,0,10,7.3,28,13,13,49,23,1013.2,1009.8,0
14.1,30.8,0,7.2,11,31,15,15,55,17,1009.1,1007.6,0
14.1,33.6,0,8,11.6,22,11,7,54,15,1009.7,1006.6,0
20.3,36.9,0,9.8,8.9,39,20,17,25,15,1007.6,1006.1,0
21.1,37.4,0,10.8,5.8,56,19,13,33,18,1007.1,1005.5,0
21,25.3,0,10.6,1.8,39,15,20,67,90,1013,1014.1,0
19.7,28.1,0.8,1.8,0.8,35,15,22,88,72,1011.1,1009,0
21,26.3,4.2,2.2,0.8,26,9,7,95,95,1008.2,1004.7,1
19.6,28.6,62.8,6.4,4.2,50,9,11,98,63,1003.2,1003.4,1
20.6,27.1,22,5.2,0.5,57,17,33,96,96,1002.2,997.1,1
18.2,28,37.8,5,8.5,26,9,11,92,62,1005.3,1005.9,1
18,32.3,0,5.6,11.9,26,9,9,76,38,1010.1,1008.4,0
19,34.2,0,5,13.5,33,6,17,66,36,1009.3,1007,0
13.9,26,0,15,13.3,39,24,15,60,43,1011.7,1009.6,0
12.6,26.8,0,7.2,13.6,30,17,11,64,38,1012.5,1009.6,0
13.8,27.8,0,6.6,13.5,28,17,15,69,36,1011.9,1010.8,0
13.4,32,0,8,13.5,22,17,6,61,26,1011.2,1008.9,0
17.8,36.3,0,7.6,13,33,15,11,43,21,1009.4,1007.8,0
17.9,34.6,0,9.4,13,28,13,9,69,36,1012.6,1010.8,0
18.8,34.2,0,8,12.8,24,13,9,72,34,1009.3,1006,0
19.9,30.9,0,8.8,11.5,35,13,15,29,36,1005.8,1005,0
16.9,37.6,0,9,12.3,59,0,15,54,33,1007.8,1004.9,0
21.2,31.8,0,11,12.5,54,20,17,71,40,1012.6,1013.1,0
17.9,34.2,0,8,9.8,31,9,15,56,28,1016.5,1016.4,0
15.4,30.8,0,9.6,12.9,30,19,11,61,30,1021,1018.7,0
12.2,33.7,0,9,13.2,24,11,9,54,25,1018.2,1017,0
17.3,39,0,8,13.1,31,9,13,38,15,1016.6,1014.1,0
23.9,39.9,0,8,12.9,39,17,20,39,17,1012.4,1010,0
22.3,41.9,0,11.6,11.8,43,17,17,35,17,1007.2,1004.2,0
21.4,36.5,0,12.8,10.8,33,2,11,71,45,1008.9,1008,0
24.1,38.7,0,6.6,9,39,11,11,54,32,1011.4,1010.3,0
24.4,35.4,0.2,8.2,3.9,61,19,19,85,95,1011.3,1007.3,0
12.8,22.1,32.4,3.4,5.8,41,20,24,65,44,1022.6,1024.1,1
11,25.1,0,4.6,11.7,43,20,22,62,31,1025.3,1021.8,0
12.5,27.2,0,6.6,12.8,35,19,19,76,41,1021.8,1018.7,0
13.1,29.8,0,6.6,10.4,26,19,7,71,48,1020.1,1017.2,0
16.9,36.3,0,4.6,12.1,35,9,19,67,39,1015.1,1012.2,0
25.5,35.1,0,8.4,8,46,19,22,61,48,1011,1010.6,0
17.8,23.3,0,8,3,37,19,17,65,57,1018.6,1017.6,0
12.1,26.5,0,4.2,10.3,46,19,20,74,34,1022.7,1020.7,0
12.6,28.1,0,7.4,9.8,30,17,6,76,44,1021,1018.9,0
16.1,29.3,2.4,3.2,4.7,39,17,17,71,62,1016.9,1015.9,1
20.2,28.5,0,2.4,7.6,26,11,9,90,63,1014.1,1011.8,0
19.1,30.7,0,2.8,8.7,20,9,11,100,58,1012.8,1011.9,0
20.2,28.6,0,4.6,0.1,24,11,13,78,65,1011.3,1008,0
20.5,26.8,2.6,2.4,9.3,37,22,19,85,56,1006.9,1008.5,1
15.5,26.3,0,8,9.6,37,9,24,84,43,1014.4,1014,0
9.2,23.5,0,5.4,12.2,41,15,20,65,39,1021.8,1020.9,0
10.5,25.6,0,7.6,12.2,46,20,20,67,31,1023.2,1020.9,0
13.3,30,0,7,12.2,28,13,15,72,33,1022.9,1020,0
14.3,32.2,0,4.4,12.2,26,11,6,65,28,1018.5,1014.9,0
17.9,32.6,0,6.6,4.5,37,0,7,75,30,1013.4,1011.2,0
18.7,34.8,0,4,4.6,33,0,17,77,25,1010.4,1007.6,0
22.2,33.7,0,7,8,33,13,9,63,40,1006.6,1005.2,0
21.7,32.4,0,5.8,10.4,37,0,20,70,41,1006.5,1004.9,0
14.5,24.9,0,9.2,10.7,43,19,19,62,36,1013.7,1013.7,0
8.6,23.4,0,6.6,11.2,28,13,13,62,29,1019.1,1016.2,0
9.1,24.3,0,5.6,11.9,31,11,13,73,35,1017.6,1015.2,0
9.9,24.6,0,7,11.9,33,17,17,65,32,1018,1016.3,0
9.9,24.5,0,6.2,11.9,35,22,13,63,27,1021.1,1019.2,0
12.2,32.4,0,5,11.7,39,20,19,56,36,1019.7,1017.2,0
19.1,32.5,0,8,11.7,43,22,22,42,23,1017.7,1013.9,0
18.1,30.9,0,8.2,4.4,54,17,19,50,38,1012.1,1009.7,0
18.5,22.8,0.8,6.2,0.8,39,11,6,96,83,1011.2,1010.1,0
16.5,24.7,2.2,1.2,1.2,31,17,17,97,67,1012.4,1011.9,1
16.2,29.2,0,4,8.8,30,15,9,85,52,1015.1,1013,0
16.2,32.4,0,3,10,28,6,7,88,38,1016.1,1014.5,0
20.4,33.2,0,5,3.7,46,9,9,80,93,1017.2,1017.5,0
18.3,26.5,31.8,5.8,4.2,28,17,13,90,72,1020.9,1019.8,1
17.7,31.1,0.2,2.2,9.2,26,7,13,89,48,1018.6,1016.1,0
15.5,27.4,0,5,10.8,31,19,15,75,42,1019.8,1018.6,0
12.6,24.9,0,6.2,8.5,28,13,15,76,35,1021.7,1019.6,0
13.6,20.7,0,4.8,3.2,24,13,13,69,45,1017.6,1014.5,0
12,27.7,0,2.6,8.8,26,11,9,73,37,1013,1009.2,0
14.1,29.9,0,4,5.3,31,7,15,68,39,1008,1004.7,0
18.3,25.7,82.2,4,5.9,43,6,11,96,75,1001,1001,1
17.5,21.4,2,2.2,1,35,17,20,90,69,1006.1,1006.5,1
12.5,20,0.2,2.8,1.2,50,11,26,93,60,1008.8,1006.1,0
14.7,20.6,0.4,2.4,3.5,50,19,28,85,56,1010.8,1011.8,0
12,21.4,0,4,7.8,37,15,24,83,43,1019.1,1018.8,0
8.5,21.1,0,4,12.7,37,13,15,80,44,1024.5,1022.7,0
8.8,23.7,0,5,10.6,28,11,9,86,48,1025.6,1023.2,0
10.8,27.1,0,3,10.6,19,7,9,84,35,1024.3,1021.9,0
12.8,29.9,0,3.8,10.5,44,0,11,75,34,1021,1018.5,0
15.7,24.5,0,3.8,10.8,33,13,19,80,43,1020.2,1019.7,0
7.1,21.1,0,6.4,11.1,33,11,15,82,36,1028.4,1025.3,0
11.5,20.5,0,1.4,0.1,48,0,13,80,50,1018.7,1017.1,0
13.3,19,0,1,1.6,48,9,13,91,72,1018.3,1016.8,0
6.4,19.8,0,1.2,9.6,31,11,13,85,41,1020.6,1018.5,0
5.2,19.6,0,3.2,9.6,28,9,11,81,45,1024.2,1022.5,0
7.1,17.9,0,2,8.6,44,9,11,89,44,1027.6,1024.9,0
3.3,17.9,0,2,6.5,17,7,9,86,47,1025.8,1022.1,0
4,20,0,2.2,8.5,26,9,9,83,39,1019.9,1016,0
4.4,19.4,0,1.4,9.4,28,9,17,72,40,1018,1015.8,0
5,16.6,0,3.2,9.8,37,13,17,82,36,1022.6,1019.8,0
1.5,15.5,0,2.6,9.4,31,7,17,82,40,1022.9,1019.3,0
6.9,15.9,0,2.2,3.2,41,19,26,89,52,1018.3,1015.4,0
9.1,18.5,0.2,1,4.3,35,15,19,95,67,1018.2,1015.9,0
10.3,18.4,1.4,1.4,5.8,35,13,22,96,59,1019.6,1017,1
4.3,16.3,0.4,2.6,8.6,35,13,17,75,38,1027.7,1026.9,0
7.6,16,0,2.4,6.5,24,7,11,72,37,1034.6,1032.7,0
0,16.2,0,2,8.8,19,7,7,82,40,1034.5,1031.7,0
0,16.3,0,1.8,9.1,17,7,9,81,42,1032.5,1028.5,0
5.1,18.1,0,1.2,4.1,28,15,11,70,36,1029.8,1027,0
7.2,22.1,0,1.8,5,24,11,9,60,28,1028.8,1025.6,0
7.9,24.7,0,1.6,6.3,28,9,11,58,28,1025.1,1020.8,0
7.7,25.4,0,2.4,7.3,35,11,15,65,28,1020.4,1015.9,0
14.3,19.9,8.8,4.4,3.8,59,15,19,97,77,1011.3,1004.8,1
10.7,16.5,2.2,2.4,4.3,57,20,20,88,70,1008.3,1007.3,1
8.3,14.7,0.8,1.8,6.8,44,20,24,90,57,1013.6,1014.8,0
4.2,13.1,0.2,1.6,4.6,35,15,20,87,61,1022.4,1021.4,0
7.9,13,0,2.8,1.1,30,9,15,80,59,1024.6,1023.1,0
7.1,14.7,0,0.4,0.9,24,6,11,89,65,1024.9,1023,0
5,14.8,0,1.2,0.9,13,7,6,96,63,1025.9,1024,0
4.8,15,0,0.6,0.2,17,7,9,92,51,1026.9,1024.8,0
8.3,16.6,0.2,0.4,8.4,24,11,15,91,44,1027.4,1024.6,0
1.5,17.5,0,2,8.8,20,7,11,91,45,1025.4,1023.1,0
2.4,20.2,0,1.8,9.1,17,9,6,86,49,1026.5,1023.9,0
5.8,21,0,0.6,8.3,30,6,15,88,43,1024.4,1020.5,0
7.6,20.2,0,2,3.1,31,9,11,78,40,1018.2,1015.8,0
11,17.7,3.4,1.2,5.8,28,13,9,96,58,1018.5,1017.9,1
5.6,17.5,0.4,1.2,6.7,48,4,20,92,41,1018.6,1015.3,0
6.8,14.5,0,2,5.9,24,6,13,84,39,1021.7,1020.3,0
8.1,15.8,1.4,2.4,5.4,50,11,24,88,51,1020.9,1018.4,1
2.5,13.3,0.4,1.2,7.8,39,13,20,84,39,1026,1024.3,0
1,14.1,0,1.4,7.8,35,11,19,86,47,1025.7,1023.4,0
4.3,15,0,1.8,5.5,35,15,15,88,56,1026.3,1025,0
4.8,15,0,2.2,8.8,39,13,17,91,50,1030,1027.6,0
3.3,15.4,0,1.6,8.6,28,13,15,94,53,1029.8,1027.1,0
2.6,15,0.2,1.2,6.2,20,11,11,99,53,1028.3,1025.5,0
1.6,14.6,0,1,8.4,22,13,9,97,54,1027.8,1025.4,0
-0.5,16.7,0,0.8,8.6,50,6,11,100,49,1028.3,1024.5,0
1.6,16.8,0.2,1.6,5.7,41,6,11,95,46,1021.6,1017.6,0
4.9,16.4,0,2.2,5.7,48,17,24,82,58,1016.6,1017.2,0
5.4,18.1,0,1.6,4.8,31,13,15,93,59,1020.5,1018.4,0
8.7,18.2,0,1.2,2.7,35,7,19,81,47,1017.9,1013.9,0
4.8,20.5,0,2,6.8,48,11,28,77,39,1014.2,1008.5,0
6.9,13.2,4,3.8,5.8,80,20,20,87,53,1008.2,1010.4,1
4.9,15.3,0,2.2,4.4,33,13,20,90,65,1018.3,1017.7,0
7.6,17.1,0.6,1.4,2.9,22,11,9,94,58,1024.2,1023.3,0
4.4,18.7,0,0.8,7.6,20,7,9,99,50,1028.6,1027.2,0
3.2,18.1,0,2.2,9.1,37,7,26,90,37,1029.4,1025.8,0
3,20,0,2.6,9,24,15,9,78,32,1025.5,1023,0
3.7,16.9,0,0.6,8.7,26,13,15,93,45,1030.5,1028.8,0
0.4,17.3,0,1.2,8.9,20,7,6,95,44,1033.7,1030.2,0
5.1,20.1,0,1.4,8.5,28,11,19,82,46,1032.4,1029.7,0
7.2,19.8,0,1.8,7.9,31,15,19,73,45,1033.4,1029.6,0
6,19.7,0,2.4,9.2,35,17,24,72,36,1028.6,1024.4,0
7.2,20.9,0,4,3.5,54,24,31,62,33,1020,1014.8,0
10.3,14.4,1.8,3.2,2.1,33,9,13,94,96,1014.4,1011.7,1
7,16.8,4,1.2,7,56,20,28,69,46,1013.3,1011.2,1
6.2,15.7,0,2.2,7.7,59,19,30,83,49,1017.2,1015.6,0
6.9,16,0,2.4,4.7,57,15,30,85,48,1014.1,1010.5,0
4.7,13.5,0.6,1.4,7.5,31,13,19,94,46,1019.8,1023.8,0
-0.9,12.9,0,1.2,2.5,33,6,17,93,53,1029.4,1026.9,0
4.4,13.9,0,1,3,31,15,17,94,55,1026.6,1023.5,0
6,14,0,2,2.5,56,13,24,95,48,1022.1,1020,0
6.7,12.8,0.6,1.4,1.7,28,13,9,71,50,1028,1027.6,0
2.5,11.4,0,2.6,0.1,26,9,11,81,57,1029.4,1025.7,0
5.1,11.6,0,0.2,0.8,20,2,13,88,62,1024.4,1023.3,0
0.9,14.4,0,0.6,8.5,31,7,17,99,45,1031.9,1030.8,0
0.5,13.9,0.2,2.6,4.8,31,9,20,97,37,1034.7,1030.1,0
1.3,12.1,0,1,2.4,24,11,11,66,69,1026,1022.5,0
6.6,16,0,0.8,2.8,31,17,15,93,75,1021.1,1018.3,0
3.4,14.3,4.8,1.4,4.1,39,15,17,95,69,1023.3,1022.3,1
1.9,14.6,0,1,3.6,28,11,13,91,71,1025.7,1024.2,0
4.3,16.6,0,1.4,9.3,33,15,19,90,51,1026.1,1023.3,0
1.9,14.9,0,1.8,9.6,26,11,13,92,45,1025.9,1023.1,0
0.2,14.8,0,1.2,9.4,20,7,9,97,43,1024.9,1022.9,0
-0.8,16.8,0,1.8,8.1,28,0,13,95,35,1024.3,1021.4,0
4.5,19.5,2,1.8,8.1,44,11,24,72,42,1018.8,1015.8,1
7.5,17.7,0,2.6,5.9,37,17,19,94,48,1019.6,1018.6,0
3.6,15,0,1.8,3.6,44,7,7,93,47,1026.2,1025.4,0
2.3,16.7,0,2,9.1,26,9,7,81,37,1029.7,1027.3,0
2.2,19.1,0,1.2,9.8,33,11,19,65,30,1027.8,1024,0
3.6,20.7,0,2.6,5.9,41,17,20,53,24,1023.5,1019.6,0
9.3,20.5,0.2,4.8,4.7,35,17,20,71,44,1018.8,1015.3,0
5.2,24.8,0,2,8.9,43,15,30,53,18,1019.1,1015.8,0
5.1,26.7,0,3.8,9.3,46,15,26,64,18,1018.4,1015.1,0
9.6,27.7,0,3.6,9.6,41,17,26,49,19,1017,1014.2,0
13.2,27.9,0,9,8.8,61,20,35,37,11,1019.1,1014.9,0
10.7,14,0,7.8,0.7,33,9,17,77,86,1020.3,1017.6,0
5.5,17.4,2.8,0.6,6.6,48,11,17,89,49,1017.8,1014.9,1
7.2,14.5,2.6,2,5.6,28,13,15,91,76,1014.9,1012.7,1
6.6,15.4,2,1.2,4.5,48,20,22,93,77,1013.2,1010.9,1
6.4,14.1,2.6,1.8,5,24,6,15,100,62,1012.9,1010.6,1
6.5,13.1,0,1,0,28,13,19,95,76,1008.8,1007.5,0
7.9,18,1,0.6,6.4,31,17,15,89,59,1015,1014.9,0
6.1,18.1,0,2,6,20,9,9,83,52,1021.2,1019.4,0
7.4,16.5,0,2.4,0.9,20,4,9,87,62,1023.2,1021.5,0
7.6,20.3,0.8,0.6,8.8,20,6,6,82,48,1025.2,1022,0
7.5,21.5,0,1.6,1.1,35,17,11,71,35,1021.4,1018,0
10.8,20.5,2.2,2,0.6,37,17,17,75,31,1015.2,1010.6,1
10.5,17.3,4.6,2.6,6.6,46,17,24,83,43,1006.4,1006.4,1
5.9,15,0,3.6,5.2,54,22,26,78,84,1016.3,1014.4,0
9.5,16.8,2,1.2,1.2,39,15,13,84,69,1023.8,1023.9,1
6.4,19.9,0.2,1.8,6.9,19,9,9,100,57,1030.5,1029,0
5.9,20.6,0,1,10.2,31,11,13,70,33,1035.1,1032.9,0
4.8,23.1,0,5,10.4,37,11,11,66,28,1029.6,1024.6,0
6.6,24.6,0,3.6,10.5,48,19,24,41,36,1022,1020.8,0
3.6,18.6,0,4.8,10.3,22,9,11,78,33,1026.8,1022.8,0
5.1,19.1,0,3.6,10.3,22,7,13,68,32,1023.9,1020.5,0
1.4,20.8,0,2,10.2,33,0,17,69,25,1022.6,1017.7,0
7.2,18.9,0,3.2,8.4,33,11,17,62,44,1020.9,1020.2,0
3.9,17.3,0,4,10.6,26,13,13,64,32,1027,1024.5,0
1.9,17.9,0,2.2,10.1,24,7,7,68,41,1027.7,1024.4,0
2.1,19.6,0,2.2,10.1,20,11,11,70,36,1026.9,1023.6,0
5.2,23.3,0,2.6,10.5,28,11,15,63,25,1025.4,1022,0
7.9,28.7,0,4.8,8.9,46,28,33,34,14,1020.5,1014.8,0
11.8,22.4,0,8,10.6,28,13,13,62,39,1021.5,1020.3,0
6.2,24.2,0,2.6,8.8,20,11,9,60,29,1023.8,1017.6,0
7.9,17.5,0,3.8,8.2,50,26,24,59,23,1018.2,1018.2,0
0.2,18.3,0,4.4,9.8,24,0,7,63,27,1022.5,1019.1,0
1.2,18.3,0,2.4,4.9,28,7,9,53,28,1021.8,1019.2,0
4.4,17.8,0.2,3,9.3,52,20,30,81,31,1021.1,1019.3,0
3.5,17.9,0,3.8,5.1,43,15,22,65,40,1025.8,1021.4,0
4.9,19.1,0.6,3.2,8.9,41,11,19,93,42,1023.1,1020.4,0
1.3,16.6,0,3.6,9,28,7,13,68,36,1029.1,1026.6,0
1.4,23.5,0,3.4,10.1,41,13,19,59,19,1028,1022.2,0
6.9,23.8,0,4,10.7,44,20,26,38,33,1023.4,1021,0
3.1,26.5,0,5.6,9.8,33,9,20,56,21,1024.9,1019.7,0
9.5,25.9,0,5.6,2.5,39,19,19,20,17,1017.6,1015.6,0
7.9,33.2,0,2.6,10.6,50,15,26,14,3,1012.7,1008.2,0
8,24.3,0,8.6,9.3,28,11,6,86,31,1019.1,1015.3,0
10.5,32.3,0,3.4,6.4,87,24,35,26,10,1007.5,1000.2,0
9.4,20.2,0,10.6,10.7,48,24,30,56,22,1015.1,1015.7,0
4.6,23.4,0,5.6,10.7,24,9,9,58,31,1023.8,1019.7,0
8.7,28.7,0,4.8,11.2,56,24,31,28,11,1019.5,1012.7,0
8.7,19.4,0,10,11.4,37,19,13,53,32,1023.3,1020.7,0
4.2,15.5,0,4,0.5,37,15,19,56,38,1023.6,1021.2,0
1.8,20.7,0,4,10.6,24,19,9,60,30,1023.7,1020.5,0
7.6,24.3,0,3.2,10.3,39,28,20,47,25,1021,1015.1,0
10.3,30.6,0,5.2,10.8,50,28,33,32,13,1012.3,1005.4,0
15.7,27.3,0,11.2,5.6,65,11,13,60,86,1002,995.5,0
9.1,18.1,5.6,3.4,9.6,83,37,39,62,48,1002.5,1003.7,1
5.9,18.7,0.8,4.6,5.2,59,19,19,68,53,1008.7,1003.6,0
6.5,17.5,5.4,4,6.7,61,26,35,77,30,1009.9,1011.7,1
5.5,19.8,0.8,3.4,11,33,17,13,75,38,1021.6,1020,0
4.2,21.4,0,5,10.9,22,9,9,77,28,1022.1,1020.1,0
8.8,26.5,0,3,10.9,37,22,17,52,20,1021,1017.1,0
14.1,17.4,0,7.8,1.4,33,0,22,80,88,1015.6,1012.9,0
13.3,20.3,4,1.6,1.6,50,9,13,96,63,1013.6,1012.2,1
14,22.6,0,2,1.8,35,7,11,90,52,1014.2,1011.6,0
8.6,22.9,0,3.6,10.9,35,13,20,84,36,1015.7,1013.1,0
10.5,22.5,0,4.6,8.3,37,6,15,85,45,1014.1,1011.9,0
5.6,19.2,0,3.6,10.4,43,13,22,66,29,1014.5,1013.1,0
8.3,21.3,0,6,6.5,35,13,13,67,34,1018,1015.5,0
5.4,22.2,0,4.8,11.3,24,15,13,63,30,1020.4,1018.1,0
8.4,26.4,0,4.6,10.2,33,11,9,57,23,1019.2,1015.6,0
13.3,31.5,0,7.6,6.4,43,13,13,38,18,1012,1007.7,0
11.3,25.2,0,5.2,10.4,54,20,24,72,33,1013.7,1012.5,0
8,22.4,0,8,12,43,19,20,64,25,1024.1,1024.5,0
5,24,0,7,12.2,31,20,15,50,25,1033.4,1030.5,0
8,30.4,0,5.6,12.3,33,13,17,36,12,1029.2,1024.9,0
16.5,33.5,0,9,12.1,61,31,22,37,20,1024.9,1020.8,0
16,30,0,11.2,3.7,43,31,11,24,22,1021.5,1019.8,0
16.2,24.3,0,7.4,0,24,11,15,75,51,1023.6,1021.8,0
15.9,28.3,0,0.8,4,24,9,15,82,37,1022.3,1019.6,0
15.2,36.1,0,3.2,9.8,46,13,20,37,14,1017.6,1012.6,0
21.7,31.9,0,12,3.4,48,15,15,33,38,1007.9,1006,0
8.7,21.5,13.4,4.4,12.2,35,17,19,73,32,1016.9,1015.8,1
8.3,24.4,0.2,6.2,9.4,30,15,13,77,39,1020.4,1017.4,0
11,29.8,0,4.4,11.8,30,19,13,57,28,1017.7,1013.9,0
16.9,35.6,0,8,9.5,69,15,26,40,14,1010.7,1006.7,0
14.5,23.9,3.6,7.8,9.6,43,24,22,77,31,1014.7,1014.8,1
8.8,22.2,0,6,12.5,43,19,22,62,25,1022.8,1021.5,0
5.9,21.7,0,7.6,10.2,46,15,19,58,28,1027.8,1023.8,0
7.5,26.4,0,7.2,12.5,33,13,15,64,23,1024,1020,0
8.9,24.6,0,7.8,12.7,37,19,17,61,36,1019.5,1016.2,0
10.8,26,0,6.2,10.9,33,17,13,70,34,1018.5,1016.2,0
10,28.7,0,6.6,11.5,28,17,9,55,23,1019.6,1016,0
15,35.5,0,6.6,12.2,37,19,19,30,9,1013.9,1008.5,0
19.7,29.9,0,10.8,7.3,35,11,15,50,36,1009,1008.7,0
14.9,34.3,0,7.4,12.6,33,11,22,60,27,1011.5,1007.9,0
18.5,29.8,1,8.6,7.5,41,15,20,81,53,1009.6,1009,0
19.4,33.7,4.4,5,4.3,70,17,28,71,38,1008.9,1005.3,1
12,25.2,3.6,6.4,12.8,39,19,20,64,26,1018.2,1018.2,1
9.2,27.7,0,7.6,10.6,30,11,15,50,21,1024.4,1020.1,0
12.4,30.8,0,7.4,10.3,28,13,11,47,15,1019.9,1015.9,0
16.6,34.9,0,7.4,6,46,15,17,39,13,1012.9,1008,0
14.3,31,0,9,12.1,46,11,17,50,19,1012.2,1011.7,0
12,34.9,0,9.4,11.1,52,13,13,42,17,1016.4,1013.3,0
17.8,25.1,0,11,6.2,48,13,20,56,32,1019.8,1017.1,0
13.5,33.5,0,5,11.2,41,15,15,58,25,1017.3,1012.4,0
20.8,37.7,0,8,12.3,46,24,24,52,18,1013.8,1009.9,0
23.5,28.9,0,13.2,0.6,39,11,20,45,55,1009.9,1011.4,0
12.9,25.6,5.2,4,8.4,41,20,17,60,25,1017.8,1016.6,1
9.5,25.5,0,8,9.5,28,13,9,53,25,1020.1,1016,0
14.6,24.9,0,6.2,3.3,35,11,15,50,26,1014.4,1011.4,0
10.7,25.1,0,6,11.4,43,20,19,50,20,1020.7,1019,0
10.8,22.9,0,8,4.8,43,24,9,51,80,1022.8,1019.9,0
14.8,28.2,21.2,5.4,11,48,17,30,90,31,1015.9,1011.3,1
15.1,25,0,8,7.3,37,17,13,84,47,1008.8,1007.2,0
13.1,28.7,8,5,13.2,31,11,13,65,29,1014.2,1012.5,1
16.3,34.7,0,6.6,9.2,37,15,19,43,16,1012.7,1009.5,0
21.4,36.4,0,10.2,4.1,44,20,13,23,17,1006.7,1005,0
15.7,23.7,0,11,10.9,69,28,26,42,21,1014.8,1016.9,0
8.8,24.6,0,11,13,43,22,20,41,22,1026,1023,0
10.3,26.2,0,9.4,13.3,39,26,17,46,14,1023.9,1019.2,0
12.4,29.3,0,8.6,13.5,41,13,22,50,20,1018.9,1016.3,0
11.2,25.4,0,10.8,13.4,48,30,19,42,18,1022.2,1018.5,0
9.1,28,0,10.6,13.5,41,20,15,42,16,1019.4,1015.3,0
12.9,29.8,0,8.8,12.2,35,20,15,36,19,1015.1,1011.4,0
15,32,0,8.8,13,39,9,19,37,15,1011.6,1008.5,0
16,34.6,0,11,10.1,31,19,15,43,16,1009.3,1006.8,0
22.6,29.8,0,12.2,0.5,69,26,24,30,56,1007.1,1007.2,0
17,31.1,0,4.6,7.8,43,9,13,57,33,1007.1,1003.5,0
16.4,27.9,0.4,7.2,9.4,41,19,22,71,30,1008.6,1006.7,0
12,26,0,9,12.6,48,20,24,51,25,1011.8,1009.6,0
11,27.2,0,9.8,11.3,33,20,7,44,15,1018.2,1015.1,0
15.2,30.3,0,9,10.4,30,17,15,43,19,1015.9,1013.2,0
15.2,35.2,0,8,10.6,28,19,9,52,10,1014.4,1011.4,0
22,32.8,0,10,2.3,65,26,30,40,27,1013.3,1009.6,0
19.9,31.2,58,11.6,6.6,61,6,9,99,58,1006.6,1003.3,1
15.7,28.4,0,5.8,12.9,33,9,15,76,38,1011.5,1009.8,0
13.7,28.5,0,7.8,12.7,28,20,9,64,26,1015.7,1014.2,0
14.7,30.1,0,7.8,13.7,33,17,20,44,21,1017.1,1014.1,0
13.8,33.4,0,8.8,13.6,30,9,15,62,21,1014.4,1011.4,0
16.2,34.5,0,9.2,13.1,39,6,20,53,10,1011.1,1009,0
17.8,38.2,0,10.6,13.1,28,20,15,39,15,1009.7,1007.7,0
22.9,34.8,0,9.6,5.3,56,19,13,27,25,1004.9,1003.4,0
16.8,28.6,3.4,8.4,8,41,19,13,76,48,1009,1008.5,1
13.7,28,0,6.6,11.7,39,20,17,64,30,1015.4,1012.5,0
12.9,31.1,0,10.4,13.3,43,19,22,56,12,1015.8,1012.6,0
14.1,32,0,11.8,12.8,39,19,17,40,7,1016.6,1013.7,0
15.5,33.9,0,10.8,11.7,24,17,9,52,19,1016.4,1014,0
18.6,37.2,0,9.2,13.4,39,20,11,33,14,1015.6,1012.6,0
20.9,38.8,0,10.8,13.6,35,20,13,25,12,1013.9,1010.8,0
22.8,40.4,0,12.8,13.4,41,28,17,21,13,1012.5,1010.3,0
21.4,38,0,12,6.7,41,11,24,29,21,1012.8,1012.1,0
20.3,31.2,0,11,12.6,50,28,19,52,23,1017.3,1015.9,0
14.3,31.2,0,12.8,13.3,33,19,17,50,19,1018.1,1014.8,0
14,29.8,0,11.4,12.5,33,20,9,44,17,1017.7,1012.9,0
18.1,35.5,0,8.8,4.8,65,28,13,14,16,1007,1004.8,0
21.1,28.4,9.4,6.8,7.6,61,13,28,95,39,1005.3,1005.3,1
12.1,25.7,0,8.4,10.7,46,15,22,59,28,1015.3,1013.4,0
13.2,25.9,0,7.6,8.5,46,15,24,69,36,1016,1013.7,0
12.7,25.3,0,8,10.2,52,24,26,54,26,1015.3,1015.3,0
9.6,26,0,10.2,12.7,35,20,20,44,22,1022.7,1020.2,0
13.7,27.8,0,8,7.7,39,17,17,55,35,1021.1,1017.9,0
12.9,29,0,8.4,13.2,44,24,24,54,18,1019.2,1015.8,0
12,31.3,0,11.2,13.1,31,19,17,54,22,1017.8,1014,0
